names,actor,character,orig_lang,budget_x
Ford v Ferrari,Noah Jupe,Peter Miles,English,97.6
Ford v Ferrari,Tracy Letts,Henry Ford II,English,97.6
Ford v Ferrari,Remo Girone,Enzo Ferrari,English,97.6
Ford v Ferrari,Ray McKinnon,Phil Remington,English,97.6
Willy Wonka & the Chocolate Factory,Gene Wilder,Willy Wonka,English,3.0
Willy Wonka & the Chocolate Factory,Peter Ostrum,Charlie Bucket,English,3.0
Willy Wonka & the Chocolate Factory,Jack Albertson,Grandpa Joe,English,3.0
Willy Wonka & the Chocolate Factory,Roy Kinnear,Mr. Salt,English,3.0
Willy Wonka & the Chocolate Factory,Julie Dawn Cole,Veruca Salt,English,3.0
Willy Wonka & the Chocolate Factory,Leonard Stone,Mr. Beauregarde,English,3.0
Willy Wonka & the Chocolate Factory,Denise Nickerson,Violet Beauregarde,English,3.0
Willy Wonka & the Chocolate Factory,Nora Denney,Mrs. Teevee,English,3.0
Willy Wonka & the Chocolate Factory,Paris Themmen,Mike Teevee,English,3.0
The Fifth Element,Bruce Willis,Korben Dallas,English,95.0
The Fifth Element,Milla Jovovich,Leeloo,English,95.0
The Fifth Element,Gary Oldman,Jean-Baptiste Emmanuel Zorg,English,95.0
The Fifth Element,Ian Holm,Father Vito Cornelius,English,95.0
The Fifth Element,Chris Tucker,Ruby Rhod,English,95.0
The Fifth Element,Luke Perry,Billy,English,95.0
The Fifth Element,Brion James,General Munro,English,95.0
The Fifth Element,Tom 'Tiny' Lister Jr.,President Lindberg,English,95.0
The Fifth Element,Lee Evans,Fog,English,95.0
Blade Runner,Harrison Ford,Rick Deckard,English,28.0
Blade Runner,Rutger Hauer,Roy Batty,English,28.0
Blade Runner,Sean Young,Rachael,English,28.0
Blade Runner,Edward James Olmos,Gaff,English,28.0
Blade Runner,M. Emmet Walsh,Bryant,English,28.0
Blade Runner,Daryl Hannah,Pris,English,28.0
Blade Runner,William Sanderson,J.F. Sebastian,English,28.0
Blade Runner,Brion James,Leon Kowalski,English,28.0
Blade Runner,Joe Turkel,Dr. Eldon Tyrell,English,28.0
Aftersun,Paul Mescal,Calum,English,26.47
Aftersun,Frankie Corio,Sophie,English,26.47
Aftersun,Celia Rowlson-Hall,Adult Sophie,English,26.47
Aftersun,Sally Messham,Belinda,English,26.47
Aftersun,Ayşe Parlak,Teen Girl 1,English,26.47
Aftersun,Sophia Lamanova,Teen Girl 2,English,26.47
Aftersun,Brooklyn Toulson,Michael,English,26.47
Aftersun,Spike Fearn,Olly,English,26.47
Aftersun,Harry Perdios,Toby,English,26.47
The Revenant,Leonardo DiCaprio,Hugh Glass,English,135.0
The Revenant,Tom Hardy,John Fitzgerald,English,135.0
The Revenant,Domhnall Gleeson,Captain Andrew Henry,English,135.0
The Revenant,Will Poulter,Jim Bridger,English,135.0
The Revenant,Forrest Goodluck,Hawk,English,135.0
The Revenant,Duane Howard,Elk Dog,English,135.0
The Revenant,Arthur RedCloud,Hikuc,English,135.0
The Revenant,Melaw Nakehk'o,Powaqa,English,135.0
The Revenant,Grace Dove,Hugh Glass' Wife,English,135.0
Ex Machina,Domhnall Gleeson,Caleb Smith,English,13.0
Ex Machina,Alicia Vikander,Ava,English,13.0
Ex Machina,Oscar Isaac,Nathan Bateman,English,13.0
Ex Machina,Sonoya Mizuno,Kyoko,English,13.0
Ex Machina,Corey Johnson,Jay,English,13.0
Ex Machina,Claire Selby,Lily,English,13.0
Ex Machina,Symara A. Templeman,Jasmine,English,13.0
Ex Machina,Gana Bayarsaikhan,Jade,English,13.0
Ex Machina,Tiffany Pisani,Katya,English,13.0
Warrior,Joel Edgerton,Brendan Conlon,English,25.0
Warrior,Tom Hardy,Tommy Conlon,English,25.0
Warrior,Jennifer Morrison,Tess Conlon,English,25.0
Warrior,Frank Grillo,Frank Campana,English,25.0
Warrior,Nick Nolte,Paddy Conlon,English,25.0
Warrior,Denzel Whitaker,Stephon,English,25.0
Warrior,Bryan Callen,Bryan Callen,English,25.0
Warrior,Kevin Dunn,Principal Zito,English,25.0
Warrior,Maximiliano Hernández,Colt Boyd,English,25.0
Guardians of the Galaxy,Chris Pratt,Peter Quill / Star-Lord,English,170.0
Guardians of the Galaxy,Zoe Saldaña,Gamora,English,170.0
Guardians of the Galaxy,Dave Bautista,Drax the Destroyer,English,170.0
Guardians of the Galaxy,Vin Diesel,Groot (voice),English,170.0
Guardians of the Galaxy,Bradley Cooper,Rocket (voice),English,170.0
Guardians of the Galaxy,Lee Pace,Ronan the Accuser,English,170.0
Guardians of the Galaxy,Michael Rooker,Yondu Udonta,English,170.0
Guardians of the Galaxy,Karen Gillan,Nebula,English,170.0
Guardians of the Galaxy,Djimon Hounsou,Korath,English,170.0
Lawrence of Arabia,Peter O'Toole,T.E. Lawrence,English,15.0
Lawrence of Arabia,Alec Guinness,Prince Feisal,English,15.0
Lawrence of Arabia,Anthony Quinn,Auda abu Tayi,English,15.0
Lawrence of Arabia,Jack Hawkins,General Allenby,English,15.0
Lawrence of Arabia,Omar Sharif,Sherif Ali,English,15.0
Lawrence of Arabia,José Ferrer,Turkish Bey,English,15.0
Lawrence of Arabia,Anthony Quayle,Colonel Harry Brighton,English,15.0
Lawrence of Arabia,Claude Rains,Mr. Dryden,English,15.0
Lawrence of Arabia,Arthur Kennedy,Jackson Bentley,English,15.0
The Magnificent Seven,Denzel Washington,Sam Chisolm,English,90.0
The Magnificent Seven,Chris Pratt,Joshua Farraday,English,90.0
The Magnificent Seven,Ethan Hawke,Goodnight Robicheaux,English,90.0
The Magnificent Seven,Vincent D'Onofrio,Jack Horne,English,90.0
The Magnificent Seven,Lee Byung-hun,Billy Rocks,English,90.0
The Magnificent Seven,Manuel Garcia-Rulfo,Vasquez,English,90.0
The Magnificent Seven,Martin Sensmeier,Red Harvest,English,90.0
The Magnificent Seven,Peter Sarsgaard,Bartholomew Bogue,English,90.0
The Magnificent Seven,Haley Bennett,Emma Cullen,English,90.0
Hachi: A Dog's Tale,Richard Gere,Parker Wilson,English,16.0
Hachi: A Dog's Tale,Joan Allen,Cate Wilson,English,16.0
Hachi: A Dog's Tale,Sarah Roemer,Andy,English,16.0
Hachi: A Dog's Tale,Cary-Hiroyuki Tagawa,Ken,English,16.0
Hachi: A Dog's Tale,Erick Avari,Jasjeet,English,16.0
Hachi: A Dog's Tale,Robbie Sublett,Michael,English,16.0
Hachi: A Dog's Tale,Davenia McFadden,Mary Anne,English,16.0
Hachi: A Dog's Tale,Jason Alexander,Carl,English,16.0
Hachi: A Dog's Tale,Kevin DeCoste,Ronnie (11 years),English,16.0
Arrival,Amy Adams,Dr. Louise Banks,English,47.0
Arrival,Jeremy Renner,Ian Donnelly,English,47.0
Arrival,Forest Whitaker,Colonel G. T. Weber,English,47.0
Arrival,Michael Stuhlbarg,Agent Halpern,English,47.0
Arrival,Tzi Ma,General Shang,English,47.0
Arrival,Mark O'Brien,Captain Marks,English,47.0
Arrival,Julia Scarlett Dan,Hannah (12 yrs. old),English,47.0
Arrival,Abigail Pniowsky,Hannah (8 yrs. old),English,47.0
Arrival,Jadyn Malone,Hannah (6 yrs. old),English,47.0
The Thing,Kurt Russell,R.J. MacReady,English,38.0
The Thing,Keith David,Childs,English,38.0
The Thing,Wilford Brimley,Dr. Blair,English,38.0
The Thing,T.K. Carter,Nauls,English,38.0
The Thing,David Clennon,Palmer,English,38.0
The Thing,Richard Dysart,Dr. Copper,English,38.0
The Thing,Charles Hallahan,Norris,English,38.0
The Thing,Peter Maloney,Bennings,English,38.0
The Thing,Richard Masur,Clark,English,38.0
Bohemian Rhapsody,Rami Malek,Freddie Mercury,English,55.0
Bohemian Rhapsody,Gwilym Lee,Brian May,English,55.0
Bohemian Rhapsody,Ben Hardy,Roger Taylor,English,55.0
Bohemian Rhapsody,Joseph Mazzello,John Deacon,English,55.0
Bohemian Rhapsody,Lucy Boynton,Mary Austin,English,55.0
Bohemian Rhapsody,Aidan Gillen,John Reid,English,55.0
Bohemian Rhapsody,Allen Leech,Paul Prenter,English,55.0
Bohemian Rhapsody,Tom Hollander,Jim Beach,English,55.0
Bohemian Rhapsody,Mike Myers,Ray Foster,English,55.0
The Gentlemen,Matthew McConaughey,Mickey Pearson,English,22.0
The Gentlemen,Charlie Hunnam,Raymond,English,22.0
The Gentlemen,Henry Golding,Dry Eye,English,22.0
The Gentlemen,Michelle Dockery,Rosalind,English,22.0
The Gentlemen,Jeremy Strong,Cannabis Kingpin Matthew,English,22.0
The Gentlemen,Colin Farrell,Coach,English,22.0
The Gentlemen,Hugh Grant,Fletcher,English,22.0
The Gentlemen,Eddie Marsan,Big Dave,English,22.0
The Gentlemen,Chidi Ajufo,Bunny,English,22.0
Eternal Sunshine of the Spotless Mind,Jim Carrey,Joel Barish,English,20.0
Eternal Sunshine of the Spotless Mind,Kate Winslet,Clementine Kruczynski,English,20.0
Eternal Sunshine of the Spotless Mind,Kirsten Dunst,Mary Svevo,English,20.0
Eternal Sunshine of the Spotless Mind,Mark Ruffalo,Stan Fink,English,20.0
Eternal Sunshine of the Spotless Mind,Elijah Wood,Patrick,English,20.0
Eternal Sunshine of the Spotless Mind,Tom Wilkinson,Dr. Howard Mierzwiak,English,20.0
Eternal Sunshine of the Spotless Mind,Jane Adams,Carrie Eakin,English,20.0
Eternal Sunshine of the Spotless Mind,David Cross,Rob Eakin,English,20.0
Eternal Sunshine of the Spotless Mind,Deirdre O'Connell,Hollis Mierzwiak,English,20.0
Princess Mononoke,Youji Matsuda,Ashitaka (voice),Japanese,26.5
Princess Mononoke,Yuriko Ishida,San (voice),Japanese,26.5
Princess Mononoke,Yūko Tanaka,Eboshi Gozen (voice),Japanese,26.5
Princess Mononoke,Kaoru Kobayashi,Jikobo (voice),Japanese,26.5
Princess Mononoke,Masahiko Nishimura,Kouroku (voice),Japanese,26.5
Princess Mononoke,Tsunehiko Kamijô,Gonza (voice),Japanese,26.5
Princess Mononoke,Sumi Shimamoto,Toki (voice),Japanese,26.5
Princess Mononoke,Tetsu Watanabe,Wild Dog (voice),Japanese,26.5
Princess Mononoke,Makoto Satō,Tatari God (voice),Japanese,26.5
Indiana Jones and the Last Crusade,Harrison Ford,Indiana Jones,English,48.0
Indiana Jones and the Last Crusade,Sean Connery,Henry Jones,English,48.0
Indiana Jones and the Last Crusade,Denholm Elliott,Marcus Brody,English,48.0
Indiana Jones and the Last Crusade,Alison Doody,Elsa Schneider,English,48.0
Indiana Jones and the Last Crusade,John Rhys-Davies,Sallah,English,48.0
Indiana Jones and the Last Crusade,Julian Glover,Walter Donovan,English,48.0
Indiana Jones and the Last Crusade,River Phoenix,Young Indy (1912),English,48.0
Indiana Jones and the Last Crusade,Michael Byrne,Vogel,English,48.0
Indiana Jones and the Last Crusade,Kevork Malikyan,Kazim,English,48.0
Schindler's List,Liam Neeson,Oskar Schindler,English,22.0
Schindler's List,Ben Kingsley,Itzhak Stern,English,22.0
Schindler's List,Ralph Fiennes,Amon Goeth,English,22.0
Schindler's List,Caroline Goodall,Emilie Schindler,English,22.0
Schindler's List,Jonathan Sagall,Poldek Pfefferberg,English,22.0
Schindler's List,Embeth Davidtz,Helen Hirsch,English,22.0
Schindler's List,Malgorzata Gebel,Viktoria Klonowska,English,22.0
Schindler's List,Shmuel Levy,Wilek Chilowicz,English,22.0
Schindler's List,Mark Ivanir,Marcel Goldberg,English,22.0
Ghostbusters,Kristen Wiig,Erin Gilbert,English,144.0
Ghostbusters,Melissa McCarthy,Abby Yates,English,144.0
Ghostbusters,Kate McKinnon,Jillian Holtzmann,English,144.0
Ghostbusters,Leslie Jones,Patty Tolan,English,144.0
Ghostbusters,Chris Hemsworth,Kevin,English,144.0
Ghostbusters,Neil Casey,Rowan North,English,144.0
Ghostbusters,Charles Dance,Harold Fillmore,English,144.0
Ghostbusters,Michael Kenneth Williams,Agent Hawkins,English,144.0
Ghostbusters,Cecily Strong,Jennifer Lynch,English,144.0
The Butterfly Effect,Ashton Kutcher,Evan Treborn,English,13.0
The Butterfly Effect,Amy Smart,Kayleigh Miller,English,13.0
The Butterfly Effect,Eric Stoltz,George Miller,English,13.0
The Butterfly Effect,Melora Walters,Andrea Treborn,English,13.0
The Butterfly Effect,Ethan Suplee,Thumper,English,13.0
The Butterfly Effect,William Lee Scott,Tommy Miller,English,13.0
The Butterfly Effect,Elden Henson,Lenny Kagan,English,13.0
The Butterfly Effect,Logan Lerman,Evan Treborn age 7,English,13.0
The Butterfly Effect,John Patrick Amedori,Evan Treborn age 13,English,13.0
The Prestige,Hugh Jackman,Robert Angier / Gerald Root,English,40.0
The Prestige,Christian Bale,Alfred Borden,English,40.0
The Prestige,Michael Caine,Cutter,English,40.0
The Prestige,Scarlett Johansson,Olivia Wenscombe,English,40.0
The Prestige,Rebecca Hall,Sarah Borden,English,40.0
The Prestige,David Bowie,Nikola Tesla,English,40.0
The Prestige,Andy Serkis,Alley,English,40.0
The Prestige,Piper Perabo,Julia McCullough,English,40.0
The Prestige,Jim Piddock,Prosecutor,English,40.0
Batman Begins,Christian Bale,Bruce Wayne / Batman,English,150.0
Batman Begins,Michael Caine,Alfred Pennyworth,English,150.0
Batman Begins,Liam Neeson,Henri Ducard / Ra's al Ghul,English,150.0
Batman Begins,Katie Holmes,Rachel Dawes,English,150.0
Batman Begins,Gary Oldman,James Gordon,English,150.0
Batman Begins,Cillian Murphy,Jonathan Crane / Scarecrow,English,150.0
Batman Begins,Tom Wilkinson,Carmine The Roman Falcone,English,150.0
Batman Begins,Rutger Hauer,William Earle,English,150.0
Batman Begins,Ken Watanabe,Decoy Ra's al Ghul,English,150.0
Fantasia,Deems Taylor,Narrator - Narrative Introductions,English,2.28
Fantasia,Walt Disney,Mickey Mouse (segment 'The Sorcerer's Apprentice') (voice),English,2.28
Fantasia,Julietta Novis,Soloist (segment 'Ave Maria') (singing voice),English,2.28
Fantasia,Leopold Stokowski,Himself - Conductor of The Philadelphia Orchestra,English,2.28
Spartacus,Kirk Douglas,Spartacus,English,12.0
Spartacus,Laurence Olivier,Marcus Licinius Crassus,English,12.0
Spartacus,Jean Simmons,Varinia,English,12.0
Spartacus,Charles Laughton,Sempronius Gracchus,English,12.0
Spartacus,Peter Ustinov,Lentulus Batiatus,English,12.0
Spartacus,John Gavin,Julius Caesar,English,12.0
Spartacus,Tony Curtis,Antoninus,English,12.0
Spartacus,Nina Foch,Helena Glabrus,English,12.0
Spartacus,John Ireland,Crixus,English,12.0
The Pianist,Adrien Brody,Władysław 'Władek' Szpilman,English,35.0
The Pianist,Thomas Kretschmann,Captain Wilm Hosenfeld,English,35.0
The Pianist,Frank Finlay,Father,English,35.0
The Pianist,Maureen Lipman,Mother,English,35.0
The Pianist,Emilia Fox,Dorota,English,35.0
The Pianist,Ed Stoppard,Henryk Szpilman,English,35.0
The Pianist,Julia Rayner,Regina Szpilman,English,35.0
The Pianist,Jessica Kate Meyer,Halina Szpilman,English,35.0
The Pianist,Michal Zebrowski,Jurek,English,35.0
The Invisible Guest,Mario Casas,Adrián Doria,Spanish~ Castilian,4.0
The Invisible Guest,Ana Wagener,Elvira,Spanish~ Castilian,4.0
The Invisible Guest,Jose Coronado,Tomás Garrido,Spanish~ Castilian,4.0
The Invisible Guest,Bárbara Lennie,Laura Vidal,Spanish~ Castilian,4.0
The Invisible Guest,Francesc Orella,Félix Leiva,Spanish~ Castilian,4.0
The Invisible Guest,Paco Tous,Driver,Spanish~ Castilian,4.0
The Invisible Guest,David Selvas,Bruno,Spanish~ Castilian,4.0
The Invisible Guest,Iñigo Gastesi,Daniel Garrido,Spanish~ Castilian,4.0
The Invisible Guest,San Yélamos,Sonia,Spanish~ Castilian,4.0
Watchmen,Malin Åkerman,Laurie Jupiter / Silk Spectre II,English,138.0
Watchmen,Patrick Wilson,Dan Dreiberg / Nite Owl II,English,138.0
Watchmen,Billy Crudup,Jon Osterman / Dr. Manhattan,English,138.0
Watchmen,Matthew Goode,Adrian Veidt / Ozymandias,English,138.0
Watchmen,Jackie Earle Haley,Walter Kovacs / Rorschach,English,138.0
Watchmen,Jeffrey Dean Morgan,Edward Blake / The Comedian,English,138.0
Watchmen,Carla Gugino,Sally Jupiter / Silk Spectre,English,138.0
Watchmen,Laura Mennell,Janey Slater,English,138.0
Watchmen,Matt Frewer,Edgar Jacobi / Moloch the Mystic,English,138.0
Nightcrawler,Jake Gyllenhaal,Louis Bloom,English,8.5
Nightcrawler,Rene Russo,Nina Romina,English,8.5
Nightcrawler,Riz Ahmed,Rick,English,8.5
Nightcrawler,Bill Paxton,Joe Loder,English,8.5
Nightcrawler,Kevin Rahm,Frank Kruse,English,8.5
Nightcrawler,Michael Hyatt,Detective Frontieri,English,8.5
Nightcrawler,Price Carson,Detective Lieberman,English,8.5
Nightcrawler,Kent Shocknek,Kent Shocknek,English,8.5
Nightcrawler,Sharon Tay,Sharon Tay,English,8.5
Jaws,Roy Scheider,Police Chief Martin Brody,English,12.0
Jaws,Robert Shaw,Quint,English,12.0
Jaws,Richard Dreyfuss,Matt Hooper,English,12.0
Jaws,Murray Hamilton,Mayor Larry Vaughn,English,12.0
Jaws,Lorraine Gary,Ellen Brody,English,12.0
Jaws,Jay Mello,Sean Brody,English,12.0
Jaws,Jeffrey Kramer,Deputy Leonard 'Lenny' Hendricks,English,12.0
Jaws,Carl Gottlieb,Ben Meadows,English,12.0
Jaws,Susan Backlinie,Christine 'Chrissie' Watkins,English,12.0
Jojo Rabbit,Roman Griffin Davis,Johannes Jojo Betzler,English,14.0
Jojo Rabbit,Thomasin McKenzie,Elsa Korr,English,14.0
Jojo Rabbit,Scarlett Johansson,Rosie Betzler,English,14.0
Jojo Rabbit,Taika Waititi,Adolf Hitler,English,14.0
Jojo Rabbit,Sam Rockwell,Captain Klenzendorf,English,14.0
Jojo Rabbit,Rebel Wilson,Fraulein Rahm,English,14.0
Jojo Rabbit,Alfie Allen,Sub-Officer Finkel,English,14.0
Jojo Rabbit,Stephen Merchant,Captain Deertz,English,14.0
Jojo Rabbit,Archie Yates,Yorki,English,14.0
Taxi Driver,Robert De Niro,Travis Bickle,English,1.9
Taxi Driver,Jodie Foster,Iris Steensma,English,1.9
Taxi Driver,Albert Brooks,Tom,English,1.9
Taxi Driver,Harvey Keitel,Sport Higgins,English,1.9
Taxi Driver,Leonard Harris,Senator Charles Palantine,English,1.9
Taxi Driver,Peter Boyle,Wizard,English,1.9
Taxi Driver,Cybill Shepherd,Betsy,English,1.9
Taxi Driver,Diahnne Abbott,Concession Girl,English,1.9
Taxi Driver,Frank Adu,Angry Black Man,English,1.9
Drive,Ryan Gosling,Driver,English,15.0
Drive,Carey Mulligan,Irene,English,15.0
Drive,Bryan Cranston,Shannon,English,15.0
Drive,Albert Brooks,Bernie Rose,English,15.0
Drive,Oscar Isaac,Standard Gabriel,English,15.0
Drive,Christina Hendricks,Blanche,English,15.0
Drive,Ron Perlman,Nino,English,15.0
Drive,Kaden Leos,Benicio,English,15.0
Drive,Jeff Wolfe,Tan Suit,English,15.0
Die Hard,Bruce Willis,John McClane,English,28.0
Die Hard,Alan Rickman,Hans Gruber,English,28.0
Die Hard,Alexander Godunov,Karl,English,28.0
Die Hard,Bonnie Bedelia,Holly Gennaro McClane,English,28.0
Die Hard,Reginald VelJohnson,Al Powell,English,28.0
Die Hard,Paul Gleason,Dwayne Robinson,English,28.0
Die Hard,De'voreaux White,Argyle,English,28.0
Die Hard,William Atherton,Richard Thornburg,English,28.0
Die Hard,Hart Bochner,Harry Ellis,English,28.0
The Imitation Game,Benedict Cumberbatch,Alan Turing,English,15.0
The Imitation Game,Keira Knightley,Joan Clarke,English,15.0
The Imitation Game,Matthew Goode,Hugh Alexander,English,15.0
The Imitation Game,Rory Kinnear,Detective Robert Nock,English,15.0
The Imitation Game,Allen Leech,John Cairncross,English,15.0
The Imitation Game,Matthew Beard,Peter Hilton,English,15.0
The Imitation Game,Charles Dance,Commander Denniston,English,15.0
The Imitation Game,Mark Strong,Stewart Menzies,English,15.0
The Imitation Game,James Northcote,Jack Good,English,15.0
Kubo and the Two Strings,Art Parkinson,Kubo (voice),English,55.0
Kubo and the Two Strings,Charlize Theron,Mother (voice),English,55.0
Kubo and the Two Strings,Brenda Vaccaro,Kameyo (voice),English,55.0
Kubo and the Two Strings,Cary-Hiroyuki Tagawa,Hashi (voice),English,55.0
Kubo and the Two Strings,Meyrick Murphy,Mari (voice),English,55.0
Kubo and the Two Strings,George Takei,Hosato (voice),English,55.0
Kubo and the Two Strings,Rooney Mara,The Sisters (voice),English,55.0
Kubo and the Two Strings,Ralph Fiennes,Moon King (voice),English,55.0
Kubo and the Two Strings,Matthew McConaughey,Beetle (voice),English,55.0
The Fault in Our Stars,Shailene Woodley,Hazel Grace Lancaster,English,12.0
The Fault in Our Stars,Ansel Elgort,Augustus Waters,English,12.0
The Fault in Our Stars,Nat Wolff,Isaac,English,12.0
The Fault in Our Stars,Laura Dern,Frannie Lancaster,English,12.0
The Fault in Our Stars,Sam Trammell,Michael Lancaster,English,12.0
The Fault in Our Stars,Willem Dafoe,Peter van Houten,English,12.0
The Fault in Our Stars,Lotte Verbeek,Lidewij Vliegenthart,English,12.0
The Fault in Our Stars,Mike Birbiglia,Patrick,English,12.0
The Fault in Our Stars,Ana Dela Cruz,Dr. Maria,English,12.0
Akira,Mitsuo Iwata,Shotaro Kaneda (voice),Japanese,8.0
Akira,Nozomu Sasaki,Tetsuo Shima (voice),Japanese,8.0
Akira,Mami Koyama,Kei (voice),Japanese,8.0
Akira,Tessyo Genda,Ryûsaku (voice),Japanese,8.0
Akira,Koichi Kitamura,Priestess Miyako / Council A (voice),Japanese,8.0
Akira,Yuriko Fuchizaki,Kaori (voice),Japanese,8.0
Akira,Masaaki Okura,Yamagata (voice),Japanese,8.0
Akira,Takeshi Kusao,Kai (voice),Japanese,8.0
Akira,Kazuhiro Kamifuji,Masaru / No. 27 (voice),Japanese,8.0
